review,result
Untuk yang senang berfoto dengan pemandangan alam hutan Pinus dan nuansa alam dapat datang ke tempat ini dengan membayar tiket masuk sebesar Rp. 2.500/orang dan parkir mobil Rp. 5.000. di tempat ini ada 3 spot yang dapat kamu datangi untuk berfoto ria. Jadi siapkan baterai HP yang cukup karena jangan sampai terlewatkan untuk mengabadikan tempat ini di akun sosmedmu. Pokoknya keren deh...,positive
Bagus bgt spot2 foto.. mengesankan sekalii..pingin balik lagi.. view nyaa keren abizzz.. tiket masuk nyaa juga murah,positive
"jaraknya tidak jauh dari bukit bintang.  lokasinya juga mudah diakses semua kendaraan.  hatga tiket masuk perorang juga masih murah.  dan banyak spot foto yang tersedia.  selain itu disini ada beberapa warung makan yang bisa kamu singgahi untuk istirahat. toilet yang tersedia juga bersih.  jika kamu mau kesini, siapin tenaga ya.",positive
"bagus banget, banyak spot foto, suasana juga adem. tiket masuk murah banget, dan ada toilet & mushola juga diatas",positive
"Akses jalan lumayan bershabat bagi jenis kendaraan bermotor (mobil&motor), tiket masuknya murah dan banyak spot foto yg menarik dan memperlihatkan view jogja dan sekitarnya. Lebih baik lagi berkunjung pada jam jam sunset dan malam karena viewnya mantap",positive
"Mantap tempatnya klo malam hari,, banyak spot pemandangan yg indahhh buaangeeet,, tiket masuk 15K udah bisa nyobain semua tempat spot foto.. buka sampe jam 12 malam",positive
"Recommended kl ke Jogjakarta. Viewnya oke bgt , banyak spot foto di hutan2nya dan sepanjang hutan byk resto2 yg pemandangannya langsung ke gunung sangat rekomen skali..tiket masuknya pun murah. Kemarin kesini ajak anak2 jg mereka senang skali.",positive
"tiket masuk 5k per orang, murah meriahh, di dalem hutan jg ada warung dengan harga sangat wajar dan terjangkau. ada price list nya jd ga kuatir jajan disini ehehe",positive
"Kesini waktu malam lebih bagus view nya, ada jasa foto pada spot2 yang ada. Tiketnya murah cuma 8K, jangan khawatir kelaparan klo kesini. Turun dr sini bisa langsung ngopi di bukit bintang",positive
Sediakan uang minimal 500 rb utk naik mobil berempat.... sdh tmasuk tiket masuk masing2 spot. Oh ya jangan kesini kalau kaki lg pegel haha,positive
"Tiket masuknya Rp 5000,- harus scan barcode peduli lindungi untuk bisa masuk, atau bisa juga dengan menunjukkan kartu vaksin",neutral
Klo ksini nikmatinya di mlm hari y. untk tiketnya sdiain uang masuk skitar 5000/org sja y guys dan parkir mobil 5000 jg.. untk fto2 di spot sprti jmbatan dll gitu hrus antri guys dan byar 1 fto 4ribu.. klo hsil fto lmyan bgus krna yg motoin udh trlatih kyknya..,positive
"Saya suka tempat ini bagus apa lagi kalau malam lebih bagus tiket masuk juga murah spot² foto banyak,ada yang jaga buat ngefoto tapi juga bayar perfilenya karena kita memakai jasa kameranya",positive
"""Tiada duanya. Dg harga tiket masuk yg murah, bisa masuk hutan pinus yg asri. Udara yg sejuk bikin orang betah berlama2 di lokasi ini. Tempat2nya sdh ditatat sedemikian rupa, sehingga orang dpt berjalan dg aman dan tidak akan tersesat.",positive
Banyak obyek2 yg bernuansa alam dan hutan yg sangat instagramable.,positive
"So, kalau ke Jogja, mampir ke Hutan Pinus Pengger. Gk tau lokasinya? Buka Google Map dong!😁""",neutral
"Tempat yang sangat indah dan nyaman, instagrammable dan sangat ramah anak. Saya sarankan orang untuk datang kemari. Pemandangannya sangat indah dan asri, srlain itu harga tiket masuk terbilang sangat murah. Harga makanan dan minuman juga beda Rp.1000,- dengan alfamart. Jadi tidak perlu beli di luar, beli di warung dalam saja untuk menambah penghasilan masyarakat sekitar.",positive
"Tiket masuk yg murah meriah, tempat cukup bersih dan nyaman. Hanya saja utk titik pengambilan foto yg tidak diatur secara baik dan ada spot yg di wajib kan oleh fotografer internal di tempat wisata ini hingga mempersulit orang umum untuk melakukan pengambilan foto dengan kamera pribadi",positive
Pemandanannya bagus. Harga tiket dan parkir murah. Kebersihan relatif terjaga. Betah lama-lama disini. Spot foto juga banyak bagi yang suka foto-foto. Pemandangann dari ketingian juga menyejukkan mata.,positive
"Ke Hutan Pinus dari Yogya kalau mengikuti google map akan diarahkan jalan pintas kecil yang menembus gunung dan jalan cukup curam..disarankan tetap lewat jalan raya..tiket masuk Rp 3000 dan untuk foto telapak tangan Rp 2000 per orang..disediakan fotographer dengan kamera profesional SLR..hasil foto nya lebih bagus, bayar foto Rp 3000 per gambar jika ada yang diambil langsung ditransfer ke handphone tidak dicetak...Parkir mobil bayar Rp 5000. Wajar dan Bagus tempat nya.",positive
Tiketnya sekarang 5K ya,neutral
"""√ Tiket masuk murah bet",positive
√ Segar sekali udaranya karena banyak pohon & pohonnya pinus lagi,positive
√ Area bersantai yang bisa dikunjungi kalau lagi pingin dekat dgn alam,positive
"√ Mau foto2, bisa",positive
√ Ada warung2 jual makanan hangat juga,positive
* Jalannya naik turun karena memang gunung,neutral
"* Pakai sandal yg enak seperti sepatu sandal eiger supaya nyaman & aman, ga selip",positive
"- Area foto2 bagusnya antri & bayar lagi""",neutral
Udara lumayan sejuk...tiket hanya 2.500 rupiah Saja ...sangat murah Utk pemandangan yg indah ini...banyak spot foto. Terutama tangan yg sangat Saya suka,positive
"Tempat yang sangat indah ,tiket masuk murah ,jasa foto pun murah dan ramah petugasnya ,saya sangat merekomendasikan untuk datang kemari apalagi di malam hari ,view nya luarbiasa",positive
"""Harga Tiket Masuk Pule Payung Jogja September 2019",neutral
,positive
"Bagi wisatawan yang ingin mengunjungi lokasi wisata alam hits di Jogja ini tentu tidak ada salahnya jika mengetahui HTMnya. HTM Pule Payung Kulonprogo Jogja sebesar 10K. Serta biaya tambahan disetiap spot lokasi berkisar anatara 5K – 30K. Dengan biaya tambahan tersebut wisatawan sudah mendapatkan foto dari fotografer profesional. Wisatawan hanya perlu membayar 3K lagi untuk mengambil hasilnya""",positive
"Obyek wisata alam yang keren,,spot foto alam yg bagus bgt...hrga tiket murah meriah 3ribu per orang,apalagi klo mlm hari,,jos suasananya..",positive
"""Spot pemandangannya bagus banget...  Tempatnya jgak dipinggir jalan... Jadi kelihatan dari luar...",positive
Parkirnya luas... Jgn takut kelaparan karena baik didalam maupun di luar area wisata ini banyak yg jual makanan...,positive
Toilet jgak ada... Tiket masuknya murah banget... Per orang 3000... Kalo parkir motornya cuma bayar 2000 doang Uda dapet nikmatin pemandangan yg Instagram able...,positive
Paling cocok nih buat teman2 yg suka foto2 dg background alam yg indah...,positive
Makanannya pun gak mahal2 bgt kok...,positive
Udaranya sejuk banget...,positive
Aman juga buat main anak2...,positive
Pokoknya gak nyesel deh kesini....,positive
Cuman kalo mau foto di telapak tangan ada tambahan biaya 2000... Kalo mau difotoin mas2nya juga bisa...,neutral
Kalo gak salah per foto/per orangnya kita dikenakan biaya 3000an...,neutral
,positive
"Udah gitu aja info dari saya... Semoga bermanfaat... 😉""",positive
"Tiket masuk kawasan hutan 2500/orang + parkir aja. Dihutan pinus pengger ini tetep menjaga keasrian hutan. Banyaknya tempat sampah mulai dari smpah organik dan juga sampah non organik juga ada disana, ini yang membuat tempat wisata hutan alam pinus pengger tetap tergaja kebersihannya. Bagi para anak muda yang datang bersama teman teman atau pun bersama pasangan. Terutama yang bersama pasangan hindari coret coret pohon atau apapun yang ada ditempat wisata, demi kenyaman kita bersama. Yuk datang dan lestarikan",positive
"tiket murah, sejuk,pemandangan bagus, akses jalan menuju lokasi mudah cuma jalan agak berlobang sedikit",positive
"""Lokasi mudah dijangkau, parkir mobil luas, tiket masuk murah.",positive
"View luar biasa.""",positive
"Salah satu destinasi wisata wajib kalau ke Jogja. Fasilitas lumayan lengkap dengan tiket masuk yang tergolong murah. Terdapat beberapa spot foto menarik namun harus bayar lagi jika ingin berfoto di spot tersebut. Namun, tidak semua spot foto berbayar, terdapat spot foto yang gratis juga.",positive
"""Wisata alam yg murmer,, dari mulai tiket masuk sampai parkir jg murmer.. spot2 foto ngasih uang se'ikhlasny di sediakan smacam kotak2 amal gtu d tmpt spot2 fotony",positive
Kecuali utk yg di spot foto yg brbentuk tangan tuh y kyny sih bayar dstu krn ada ky juru fotony jg yg bantu utk foto2 & antri bnget dstu biasany,neutral
"Utk warung kedai2 mknan jg hrga wajar ga nembak meskipun mreka tau rata2 pengunjung wisatawan dr luar kota, tp tetap pedagang2 mknan dstu jual hrga wajar",positive
"Suasana asri,teduh, sejuk cocok bnget utk lepas kjenuhan suasana kota",positive
"Sedikit hati2 bila berkunjung di musim hujan krn sudah pasti licin krn area jg memang pegunungan""",negative
"""Mantap sih ini tempat. Pemandangannya bagus, dan tiketnya murah untuk lokal ataupun wisman. Yang kayak gini harus d banyakin, biar wisman betah balik lagi wisata di Indonesia. Soalnya dibeberapa tempat, wisman seperti di deskriminasi oleh tiket yang sangaaaaaat beda jauh dengan lokal, namun fasilitas yang didapat sama saja.",positive
,positive
"Pertahankan!""",positive
"Hutan pinus yang instagramable di jogja.Banyak spot foto yang tersedia.terdapat juga warung warung yang menjajakan berbagai cemilan dan makanan.Disini bisa juga digunakan untuk camping dan hammocking.View sunsetnya keren banget,dan jika malam hari disuguhi dengan citylight kota Jogja.Tiket masuk 2500 dan parkir 2000.",positive
"Tempat yg bagus untuk refresh pikiran.. Jalanan kesini aspal cukup bagus, Harga tiket masuk jg terjangkau, tp parkir kurang luas ya kalau bawa mobil, bagusnya kalau datang kesini malam hari karena spot fotonya ada lampu2 gitu jd lbh menarik",positive
"""Murah meriah, dengan tiket seharga 5000 aja kita udah bisa dapet banyak spot buat foto2, g perlu bayar lagi di setiap spot nya.",positive
"Penduduk juga sangat membantu untuk para wisatawan 👍🏻""",positive
"Dingin, lebat hutannya, aman ada pak polisi yang menjaga, ada jajanan, ada parkiran luas, harga tiket terjangkau, warga ramah, tertata rapi. Keren pemandangannya.",positive
Tempatnya bagus. Disunguhi dengan pemandangan yg indah juga. Tempat yang cocok untuk wisata alam dan spot foto (tersedia juga jasa foto).Tiket masuknya murah dan sudah ada tempat istirahat dan makan. Namun akses menuju tempat ini cukup susah.,positive
Tiket masuk dan tiket foto di dalam sangat terjangkau.tempatnya jg sejuk.,positive
"Masih di kawasan hutan pinus Mangunan, tak jauh dr pusat kota Jogja. Hutan pinus Pengger adalah tempat yg indah untuk wisata, untuk foto2. Tiket masuk dn parkir sangat terjangkau hanya 3000 rupiah per orang. Yg tdk membawa bekal tak perlu kawatir lapar😀 warung makan sederhana banyak menyediakan minuman dn makanan macam2. Kopi teh minuman botol, pop mie. Indomie rebus , camilan ringan dll. Pengen ke sana lagi 😊👍👍",positive
Tempat yang bagus sekali. lokasi yang tidak begitu jauh dari pusat kota Yogyakarta. Dan tiket masuk nya yg relatif untuk kalangan mahasiswa. Tempat wisata liburan jangka pendek yg cukup memuaskan,positive
"Wisata hutan pinus yg asri dan seger banget udaranya, spot foto unik dan banyak tempat makan enak dengan harga terjangkau, lingkungan bersih bebas sampah, tempat parkir juga luas, tiket masuk murah banget ga nyangka kalo sgitu harganya...",positive
"Harus banget kesini, harga tiket sama parkir murah tapi yg didapetin melebihi ekspektasi, makanan sama minumannya juga murah",positive
Kalo loe anak hits loe wajib cobain ke sini . Jalan nya ngga jauh dari bukit bintang dan ngga sampe ke wonosarinya jadi cuma deket ngga harus capek d jalan . Tiket masuk dan jajanan di sana juga murah abis . Cucok meong pokoknya,positive
Hutan Pinus Pengger berlokasi di kab.Bantul Jateng merupakan kawasan wisata alam hutan pinus yang cocok untuk semua kalangan usia dengan tiket masuk yang sangat terjangkau. Kawasan wisata cukup terawat dengan fasilitas nya yang dikelola secara teratur.,positive
"""Tenpatnya bagus untuk yang suka foto, harga tiket masuk nya juga terjangkau",positive
Kalo mau kesini disarankan sore soalnya 1 spot foto bagus pas malem.,positive
"Tapi siang pun juga bagus 😆""",positive
Lokasinya sejuk dan fasilitas pendukung memadai. Untuk tiket masuknya murah cukup 3000 per orang dan biaya parkir 2000 per motor.,positive
"Suasana Asri, Tiket Masuk murah, Tempat Nyaman , Rekomendasi untuk di singgahi disini juga gk jauh dari wisata wisata hutan pinus lainnya",positive
"Tempatnya luas dan sangat bersih. Tiket masuk juga murah, hanya Rp 2.500 pengunjung bisa menikmati berbagai spot foto yang ada disini.",positive
"Sejuk,tiket murah,jajanan banyak.kalo kesini jangan pas liburan ya,macet cet",positive
"keasrian, kebersihan, kealamian, senyum ramah, tiket yg terjangkau dikawasan hutan pinus masih terjaga dg baik : pertunjukkan tradisional, kuliner & cinderamata sepertinya perlu ditambah lg, biar tambah rame & banyak pilihannya : maju terus hutan pinusku",positive
"Tempatnya cantik, banyak spot spot foto yang menarik. Sangat recommended buat yang suka foto foto. Hanya saja jikalau ramai mesti bergantian untuk berfoto di spot spot tertentu. Tiket masuknya juga tidak mahal.",positive
"Tempat wisata alam yang suasananya sejuk,  adem,  bikin tenang...  Cocok buat rame rame sama temen maupun kluarga...  Lokasi mudah di jangkau... Hanya bayar tiket parkir dan biaya kontribusi ke lokasi wisatanya... Murah meriah...  Tempat rekomendasi buat yang suka foto, tersedia spot foto instagramable,  lebih bagus kalo dateng malem hari...  Bisa liat gemerlap kota bantul... Syahdu",positive
"Tempatnya cukup nyaman dan aman tiket murah,jgn lupa masuk hrs punya aplikasi peduli lindungi atau sertifikat vaksin 1",positive
"Tempat bagus tiket murah makanan murah hanya toilet kurang banyak semua toilet ngantri puuuu..anjannng...!,makanan mursh parkir sempit kurang akses jalan sempit menuju lokasi harus sabar gantian apslagi liburan weekend habis waktunya",positive
"Tiket masuk murah, masih ada sinyal sampe atas jadi bisa pejan grab/go car, lingkungan terlihat sangat kering mungkin karena musim kemarau",positive
Keren dan nyaman banget buat foto foto plus harganya murah untuk tiket masuk,positive
"""JOGJA...",positive
Satu kata dengan berjuta makna.,positive
Satu kota dengan sejuta warna.,positive
"Wisata alam kawasan hutan pinus. Tempatnya sejuk, adem dan Nyaman. Tiket masuk murah. Lokasi strategis deket dengan jalan raya. Spot foto juga keren. Dari pagi sampai malam pun dapat spot yang bagus.""",positive
"Tiket masuk murah, luas dan bagus. Cuma kalo mau foto siap2 antri berjam2 hehe soalnya banyak banget yg mau foto disini",positive
Tempat bersih...view nya luar biasa...tiket masuk murah banget,positive
"Hawanya seger, tiket murah",positive
"Tempatnya sejuk, spot selfienya ok punya, waktu yang pas untuk datang siang menjelang sore harga tiket masuk 2000 parkir 2000",positive
"""+tempatnya bersih dan luas",positive
+spot foto banyak,positive
+parkiran luas,positive
+tiket masuk murah,positive
+makanan di lokasi terjangkau,positive
,positive
"-kamar mandi agak kotor""",negative
"K Jogja jangan lupa mampir ke hutan Pinus pengger, liburan murah meriah cukup bayar parkir 2rb, tiket 2rb aj,dan instragamable.akses jalan ramai, tapi kurang penerangan saja.",positive
"tempat nya bagus, dengan pemandangan yg indah, tidak terlalu jauh dari kota yogya, tiket masuk murah, fsilitas seperti toilet, musholla, parkiran ada",positive
"Harusnya kalo udah ada biaya tiket masuk,  berarti kalo udah masuk di tiap spot foto ga ada disuruh bayar lagi",neutral
Tempatnya adem. Lahan parkir luas. Untuk tiket masuk harganya sangat terjangkau. Untuk spot foto juga banyak tinggal pilih sendiri.,positive
Tempat nya bersih dan nyaman. Pemandangan nya juga bagus banget. Dan yg terpenting tiket masuk nya murah bener.,positive
"Beberapa spot disediain kotak suka rela, rada gmn gitu klo mau foto2, mending diglobain jadi satu sama tiket masuk.",neutral
Suasananya sejuk.. Banyak spot menarik buat foto foto.. Harga tiket masuknya murah meriah.. Akses jalan nyaman..😍😁,positive
"bagus,bayar tiketnya murah,view nya keren banget sumpah recomended bgt buat yang mau ke jogja sih",positive
View bagus cocok buat foto² tiket murah udara sejuk... perjalanan cukup menantang untuk sampai k tujuan,positive
Tiket hanya 3000/org,neutral
"Pengalaman yang luar biasa di malam hari, tempat selfi yang cukup bagus, tiket masuk standar, cocok untuk tempat kumpul",positive
